,industry_x,pe,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,labels_result,index,code,name,industry_y
396,50,14.32,1.9,0.58,11.2,1.48,19940224,71.59,7.0,1.28,-7.07,16.27,5.41,54828.0,0,600835,600835,上海机电,运输设备
397,29,4.76,2.79,0.96,17.2,0.55,19991110,1610.54,5.49,3.9,-9.81,0.0,28.55,178204.0,0,600000,600000,浦发银行,银行
398,85,21.52,0.17,0.054000000000000006,1.84,1.27,20190626,54.03,0.53,-3.15,-17.79,12.19,4.11,193900.0,12,600968,600968,海油发展,石油开采
399,9,14.87,3.3,0.157,3.84,1.22,20031021,-4.16,-0.74,-11.27,-38.92,16.84,3.31,25008.0,3,600469,600469,风神股份,汽车配件
400,56,10.69,5.37,1.089,12.66,1.84,20141204,20.92,5.77,5.22,10.87,12.55,5.21,25455.0,7,603368,603368,柳药股份,医药商业
401,20,11.78,3.33,0.779,9.67,1.9,20170901,15.38,4.83,17.52,23.76,30.26,20.51,16432.0,7,603359,603359,东珠生态,环境保护
402,53,16.05,1.38,0.071,3.32,0.69,19991223,97.99,0.82,-3.3,10.57,19.56,8.32,218750.0,3,600219,600219,南山铝业,铝
403,62,12.97,0.77,0.17600000000000002,5.34,0.85,19960816,12.13,2.23,-30.55,30.0,21.36,7.75,24398.0,12,000419,000419,通程控股,百货
404,57,7.53,0.08,0.301,4.28,1.06,20070227,62.54,2.44,0.55,-38.93,7.68,3.36,52507.0,0,601003,601003,柳钢股份,普钢
405,29,4.62,1.53,0.46,9.46,0.48,20070515,1756.38,2.37,7.28,-14.61,0.0,28.79,362171.0,4,601328,601328,交通银行,银行
406,46,15.77,2.96,0.82,11.17,2.23,20161118,86.11,7.54,9.85,12.86,76.05,12.81,87430.0,8,603858,603858,步长制药,中成药
407,29,5.83,1.16,0.36,5.9,0.76,20191210,1702.22,1.96,3.35,-9.96,0.0,23.0,290925.0,4,601658,601658,邮储银行,银行
408,46,22.73,2.44,0.6,7.0,3.86,20110728,39.59,3.29,50.35,57.05,62.19,15.92,164995.0,8,002603,002603,以岭药业,中成药
409,44,20.03,0.0,0.28,5.18,2.16,19940103,53.74,2.07,-14.89,-61.74,19.41,1.89,29814.0,3,600803,600803,新奥股份,综合类
410,20,21.69,2.35,0.25,4.4,1.99,20200605,16.89,1.01,0.0,0.0,29.95,14.23,141813.0,1,601827,601827,三峰环境,环境保护
411,55,14.76,0.53,0.07400000000000001,3.5,0.62,19960909,42.12,1.8,-17.16,-6.55,36.88,13.16,45465.0,3,600743,600743,华远地产,区域地产
412,76,17.18,2.53,0.125,4.19,1.02,20011129,2.89,0.43,-32.97,49.02,33.44,2.03,29448.0,12,600361,600361,华联综超,超市连锁
413,71,10.37,3.18,0.42,6.54,1.3,20100511,8.33,2.38,-30.49,79.05,33.04,12.74,15770.0,12,002403,002403,爱仕达,家用电器
414,62,12.31,4.07,0.9490000000000001,30.8,0.76,19931122,66.01,22.48,-66.28,-55.99,49.94,7.02,23797.0,13,600694,600694,大商股份,百货
415,55,13.89,0.44,0.14,4.05,1.04,19931025,13.27,1.79,74.3,25.0,32.86,5.47,24964.0,3,600683,600683,京投发展,区域地产
416,32,7.67,0.96,0.272,4.35,0.96,20030415,34.47,2.0,24.28,20.41,10.67,1.98,61541.0,0,600502,600502,安徽建工,建筑工程
417,86,22.59,2.33,0.507,5.63,4.06,20180201,2.71,2.02,12.83,21.34,23.18,10.3,5215.0,12,603506,603506,南都物业,房产服务
418,78,14.15,0.03,0.06,1.47,1.42,20071212,66.07,0.57,14.15,-5.55,25.11,10.92,325816.0,12,601866,601866,中远海发,水运
419,31,22.7,1.23,0.183,3.82,2.17,19921012,14.75,1.28,-0.87,3.73,10.99,4.45,64407.0,3,000019,000019,深粮控股,其他商业
420,6,21.02,5.21,0.39399999999999996,8.77,1.89,20120416,5.88,2.33,61.45,69.43,35.58,14.3,16514.0,7,002669,002669,康达新材,化工原料
421,2,22.04,3.83,1.43,19.0,2.49,20200811,4.18,4.82,0.0,0.0,21.83,12.57,27963.0,7,605100,605100,华丰股份,机械基件
422,70,14.24,1.05,0.217,5.04,1.22,20171122,58.61,2.81,-8.91,-40.68,34.63,11.85,55476.0,12,601019,601019,山东出版,出版业
423,23,17.62,2.51,0.29100000000000004,6.72,1.52,20150325,8.96,2.8,5.17,29.03,18.14,7.23,23766.0,1,603020,603020,爱普股份,食品
424,3,21.74,5.19,0.42,10.29,1.78,20180410,6.59,3.69,-6.62,1.81,8.06,3.37,18625.0,7,603897,603897,长城科技,电气设备
425,32,11.53,1.41,0.175,4.14,0.97,19990312,20.53,1.63,-0.91,-17.87,10.29,3.65,45549.0,3,000928,000928,中钢国际,建筑工程
426,70,19.1,2.67,0.22,9.23,0.87,20020905,27.86,5.51,-10.34,-30.6,11.57,3.89,17599.0,12,600551,600551,时代出版,出版业
427,83,19.38,4.19,0.258,7.31,1.37,20100603,41.88,1.82,84.0,8.35,-20.73,160.56,20664.0,12,002423,002423,中粮资本,多元金融
428,21,6.67,0.16,0.298,3.23,1.23,19940617,25.79,1.74,26.94,-3.57,67.1,21.06,60626.0,8,000036,000036,华联控股,全国地产
429,22,23.3,2.46,0.212,4.47,2.22,20010118,7.31,0.73,19.32,83.6,22.52,15.03,66188.0,3,600330,600330,天通股份,元器件
430,11,17.37,0.92,0.282,5.95,1.65,19930924,117.79,2.68,-3.88,7.73,50.5,405.38,45276.0,9,600674,600674,川投能源,水力发电
431,26,18.58,1.19,0.419,5.59,2.79,20171122,12.58,2.26,-1.15,3.28,17.01,7.84,21276.0,1,002911,002911,佛燃能源,供气供热
432,71,10.13,0.2,0.2,2.56,1.52,20000720,17.78,1.22,-10.38,-23.8,34.6,11.75,51418.0,12,600261,600261,阳光照明,家用电器
433,31,17.02,1.02,0.282,11.88,0.81,20180117,351.3,9.0,-22.34,-59.29,66.89,18.28,60978.0,8,601828,601828,美凯龙,其他商业
434,9,22.32,0.56,0.429,8.73,2.19,20200817,5.79,3.62,0.0,0.0,24.79,7.87,44000.0,1,605088,605088,冠盛股份,汽车配件
435,13,21.02,2.21,0.226,7.86,1.21,20120329,423.41,4.14,-9.54,-52.87,5.33,9.11,56248.0,1,601238,601238,广汽集团,汽车整车
436,35,17.04,3.25,0.24,6.51,1.17,20100416,13.44,2.04,-8.65,-24.29,21.61,9.21,45224.0,7,002391,002391,长青股份,农药化肥
437,40,13.57,2.14,0.21,5.56,1.02,20061208,33.85,2.16,-29.72,-28.64,14.16,2.62,43718.0,3,002091,002091,江苏国泰,商贸代理
438,62,17.58,7.6,0.317,12.07,0.92,19931018,37.82,2.81,-49.25,-56.39,56.18,16.18,40034.0,7,600682,600682,南京新百,百货
439,25,13.24,0.71,0.278,4.3,1.71,20150320,14.9,2.34,8.09,34.71,43.2,16.34,48355.0,1,603012,603012,创力集团,专用机械
440,48,11.18,0.82,0.16399999999999998,3.89,0.94,20190118,145.05,1.96,5.22,-19.93,5.73,3.06,72058.0,12,601598,601598,中国外运,仓储物流
441,60,4.75,0.1,1.1520000000000001,10.25,1.07,19970506,101.12,8.18,172.11,19.11,40.14,66.93,55681.0,0,600064,600064,南京高科,园区开发
442,9,19.96,1.07,0.134,4.4,1.22,20100716,13.95,2.31,-2.43,-13.94,33.86,11.21,66368.0,1,002448,002448,中原内配,汽车配件
443,61,16.2,0.83,0.11,2.68,1.33,19970528,8.25,0.43,-12.91,20.12,21.79,7.86,92943.0,12,600063,600063,皖维高新,化纤
444,59,10.35,1.95,0.601,7.31,1.7,20150216,18.46,3.98,-1.23,-30.82,17.48,18.17,42759.0,0,002746,002746,仙坛股份,农业综合
445,16,11.85,0.05,0.225,4.46,1.19,20040809,33.0,3.05,-33.83,-24.77,22.96,10.61,22808.0,3,600987,600987,航民股份,纺织
446,70,11.34,1.23,0.23399999999999999,5.28,1.0,20100118,49.14,2.47,-15.48,7.35,22.75,12.4,34424.0,12,601801,601801,皖新传媒,出版业
447,20,20.82,2.88,0.209,5.24,1.66,20110316,9.92,1.27,14.65,4.09,29.22,12.68,18456.0,1,300190,300190,维尔利,环境保护
448,11,14.18,2.57,0.182,2.94,1.75,19930426,-4.37,-0.81,0.04,-13.62,24.9,9.19,28000.0,3,600644,600644,乐山电力,水力发电
449,77,14.16,0.91,0.301,3.83,2.23,20091211,13.86,1.65,3.22,20.2,27.18,11.7,48083.0,12,002318,002318,久立特材,特种钢
450,21,6.23,0.95,0.28,4.28,0.79,19990623,195.86,2.28,-34.92,35.17,25.56,49.13,133094.0,0,600208,600208,新湖中宝,全国地产
451,38,23.42,1.61,0.251,3.75,3.13,20190726,4.36,1.06,-5.7,42.28,14.49,17.91,13260.0,1,603687,603687,大胜达,广告包装
452,6,17.09,2.11,0.195,5.22,1.28,20151231,15.07,1.95,-10.49,-26.91,35.02,7.95,37522.0,1,603299,603299,苏盐井神,化工原料
453,52,10.35,1.97,0.24,7.11,0.7,20000928,40.23,3.45,-17.74,2.38,15.7,5.2,71229.0,0,600308,600308,华泰股份,造纸
454,3,18.44,0.0,0.08900000000000001,1.83,1.79,20020911,14.99,0.78,-8.94,-8.78,9.35,3.07,115710.0,3,600577,600577,精达股份,电气设备
455,20,23.25,6.15,0.41,11.52,1.42,20170310,5.38,3.96,23.05,11.27,25.97,11.39,9369.0,7,603955,603955,大千生态,环境保护
456,18,10.4,1.45,0.23399999999999999,4.85,1.0,20100921,19.45,2.03,-29.54,-32.82,22.84,11.55,23955.0,3,002478,002478,常宝股份,钢加工
457,55,19.96,0.36,0.161,4.98,1.29,19920427,30.85,2.28,26.04,6.89,45.15,18.09,64375.0,8,000006,000006,深振业Ａ,区域地产
458,64,9.28,1.35,0.777,4.93,2.93,20061226,25.79,2.4,73.29,942.09,32.08,17.73,75092.0,12,002100,002100,天康生物,饲料
459,74,10.33,1.59,0.309,2.85,2.24,20091127,0.67,0.07,-56.7,425.44,44.86,129.21,41571.0,12,002308,002308,威创股份,IT设备
460,15,22.97,1.79,0.20600000000000002,6.14,1.54,20140805,11.67,2.96,-3.29,-3.26,35.06,4.56,20924.0,1,603100,603100,川仪股份,电器仪表
461,6,18.1,3.83,0.479,10.79,1.61,20161214,9.45,5.25,-30.14,-49.63,30.43,12.93,12428.0,7,603585,603585,苏利股份,化工原料
462,50,18.73,1.51,0.16,3.57,1.76,20190722,98.45,0.93,-28.72,-21.74,24.42,12.14,135725.0,1,688009,688009,中国通号,运输设备
463,67,24.36,3.18,0.129,5.62,1.12,20050325,6.15,1.27,4.2,-9.01,50.96,17.68,29136.0,8,002040,002040,南 京 港,港口
464,76,20.1,0.76,0.195,2.17,3.61,20101215,41.49,0.44,22.68,35.36,22.37,3.67,131800.0,12,601933,601933,永辉超市,超市连锁
465,29,4.3,2.08,0.52,9.15,0.51,20070919,759.14,3.59,1.35,-10.53,0.0,34.7,211035.0,0,601169,601169,北京银行,银行
466,43,17.34,0.0,0.135,4.76,0.98,19960415,39.91,3.67,-12.22,14.2,22.47,11.73,61834.0,3,000055,000055,方大集团,其他建材
467,41,22.65,1.86,0.42,5.21,3.57,20180105,4.07,2.19,-5.15,16.91,65.19,11.66,12506.0,8,002923,002923,润都股份,化学制药
468,32,11.07,0.25,0.12,2.98,1.04,19980623,140.26,1.58,0.62,-36.48,8.17,1.19,176449.0,3,600170,600170,上海建工,建筑工程
469,41,5.03,0.19,0.304,0.95,3.21,20100623,-6.05,-0.28,-48.61,188.02,71.09,47.62,100800.0,8,002437,002437,誉衡药业,化学制药
470,17,22.18,3.17,0.5,7.01,3.05,20170306,2.23,2.43,5.25,22.18,32.44,22.09,10900.0,1,603578,603578,三星新材,玻璃
471,75,13.96,0.99,0.326,7.61,1.2,20100706,57.99,5.04,-30.69,-54.64,26.28,16.57,47940.0,12,002440,002440,闰土股份,染料涂料
472,9,22.31,0.04,0.102,1.4,3.24,20170620,1.21,0.28,2.96,329.36,26.6,9.6,19887.0,1,603335,603335,迪生力,汽车配件
473,35,10.08,0.39,0.299,2.72,2.21,20080218,11.36,1.24,3.26,1.57,28.94,10.77,53692.0,3,002215,002215,诺 普 信,农药化肥
474,32,11.73,1.91,0.25,12.22,0.61,20120309,1281.6,7.92,2.41,-40.45,11.68,2.08,181070.0,0,601800,601800,中国交建,建筑工程
475,32,11.8,1.66,0.16,6.9,0.86,19970526,179.86,3.91,-12.69,-45.42,15.84,2.67,247825.0,4,600068,600068,葛洲坝,建筑工程
476,59,16.36,0.46,0.226,2.99,2.47,20030609,10.56,1.35,-5.0,74.85,17.09,11.15,45717.0,12,600251,600251,冠农股份,农业综合
477,29,5.25,1.72,0.8390000000000001,10.63,0.83,20180926,170.56,4.98,8.22,7.51,0.0,32.54,56202.0,0,601577,601577,长沙银行,银行
478,5,11.49,0.82,0.191,3.22,1.36,20150610,183.27,1.18,5.66,14.49,46.59,12.8,419466.0,4,601985,601985,中国核电,新型电力
479,46,19.14,2.03,0.22699999999999998,4.42,1.96,20000628,11.54,1.33,8.55,11.71,62.32,10.75,35651.0,8,000989,000989,九 芝 堂,中成药
480,6,22.99,0.03,0.157,2.06,3.5,20110222,77.16,0.91,62.85,-7.35,31.16,18.43,115099.0,1,601216,601216,君正集团,化工原料
481,15,24.19,1.93,0.298,5.41,2.66,20170217,3.09,2.34,5.87,3.11,29.84,6.91,11364.0,1,002849,002849,威星智能,电器仪表
482,37,12.89,2.49,0.16699999999999998,4.97,0.87,19971126,10.77,1.1,-8.09,-12.84,26.98,14.08,34557.0,3,000899,000899,赣能股份,火力发电
483,21,18.09,0.94,0.09,3.81,0.75,20020723,36.34,1.42,20.59,-48.3,23.35,4.75,89438.0,3,600565,600565,迪马股份,全国地产
484,18,22.33,0.3,0.255,4.55,2.5,20200805,5.71,1.45,0.0,0.0,10.1,3.67,96338.0,1,605158,605158,华达新材,钢加工
485,12,7.5,0.04,2.02,4.97,6.01,20110805,15.79,3.93,24.38,436.7,66.17,78.58,42440.0,6,002605,002605,姚记科技,互联网
486,64,12.91,1.95,0.33,3.52,2.42,20110218,3.17,0.56,7.72,971.48,33.29,13.59,45207.0,12,002548,002548,金新农,饲料
487,87,10.15,6.85,3.88,38.4,1.99,20070301,4776.54,26.13,-1.44,-29.68,0.0,10.9,825921.0,13,601318,601318,中国平安,保险
488,16,19.68,3.37,0.35700000000000004,8.04,1.75,20171120,9.05,3.39,-8.53,-29.23,35.54,8.17,12597.0,7,603365,603365,水星家纺,纺织
489,55,6.28,-0.54,0.22399999999999998,2.26,1.25,19930806,55.68,1.75,57.64,20.34,36.5,21.92,45432.0,3,000517,000517,荣安地产,区域地产
490,32,19.7,0.22,0.17800000000000002,4.15,1.69,20070712,14.3,2.62,-11.43,10.55,19.22,7.93,21900.0,1,002140,002140,东华科技,建筑工程
491,12,17.67,2.44,0.278,6.37,1.54,19930304,39.56,3.04,39.13,11.33,71.47,19.42,51641.0,8,600633,600633,浙数文化,互联网
492,46,19.17,0.28,0.546,6.2,3.37,20040517,18.23,4.23,-23.07,8.46,48.08,23.98,46788.0,8,600993,600993,马应龙,中成药
493,32,6.04,3.25,0.62,12.87,0.64,20080310,1129.72,8.32,5.06,0.35,9.11,2.51,326944.0,4,601186,601186,中国铁建,建筑工程
494,3,19.61,0.69,0.35100000000000003,8.24,1.67,19970418,60.78,6.03,24.86,80.72,21.44,8.55,74168.0,3,000400,000400,许继电气,电气设备
495,67,10.69,0.97,0.129,3.95,0.7,20061017,53.62,1.74,12.5,7.3,29.76,13.93,130228.0,12,600017,600017,日照港,港口
496,29,10.94,0.43,0.188,5.19,0.79,20160902,26.28,1.21,0.16,1.54,0.0,24.73,65223.0,0,002807,002807,江阴银行,银行
497,55,23.43,0.57,0.057999999999999996,2.67,1.02,19961122,22.86,0.94,-64.46,-67.85,44.56,38.49,26968.0,8,000631,000631,顺发恒业,区域地产
498,40,4.46,1.56,0.58,7.64,0.88,19961003,87.12,4.66,21.97,4.66,2.32,1.08,114581.0,0,600755,600755,厦门国贸,商贸代理
499,35,16.44,2.04,2.668,18.0,4.87,20020425,41.97,13.54,12.45,-2.78,26.84,13.97,14579.0,13,600486,600486,扬农化工,农药化肥
500,57,12.66,1.08,0.105,3.53,0.76,19940106,61.63,0.8,1.09,-29.03,8.62,2.17,200530.0,3,600808,600808,马钢股份,普钢
501,20,11.91,3.97,0.28,6.15,1.08,19931208,8.89,0.91,17.71,59.15,41.83,31.0,30682.0,3,000544,000544,中原环保,环境保护
502,19,21.75,5.07,0.7,13.62,2.21,20030106,624.38,4.83,22.73,38.48,0.0,33.38,585027.0,4,600030,600030,中信证券,证券
503,71,18.45,1.73,0.36,5.57,2.34,20170330,13.79,2.83,5.56,41.08,21.76,8.26,16952.0,12,603303,603303,得邦照明,家用电器
504,46,14.37,0.25,0.19,1.89,2.76,20040412,18.71,0.7,-12.46,24.03,67.04,15.13,127992.0,8,600572,600572,康恩贝,中成药
505,87,10.54,8.18,1.57,20.55,1.52,20071225,739.31,7.68,6.85,-12.01,0.0,6.05,150264.0,13,601601,601601,中国太保,保险
506,28,24.85,2.77,0.078,5.61,0.7,20100331,9.27,0.77,-24.8,-78.91,50.46,4.6,41089.0,1,601101,601101,昊华能源,煤炭开采
507,37,18.46,0.92,0.07,1.46,1.78,20010328,-8.15,-0.55,1.08,7244.03,15.95,3.01,67532.0,11,600396,600396,金山股份,火力发电
508,57,24.36,3.56,0.053,5.54,0.47,19971225,55.15,0.59,-12.58,-64.91,8.75,1.12,103898.0,3,000898,000898,鞍钢股份,普钢
509,50,10.62,2.87,0.363,8.98,0.86,19960328,39.26,4.57,5.94,9.8,13.51,10.54,34089.0,0,600894,600894,广日股份,运输设备
510,67,23.36,11.48,0.32899999999999996,18.27,0.84,19930505,112.16,5.83,1.51,-72.48,37.25,10.68,33606.0,7,001872,001872,招商港口,港口
511,37,10.87,0.03,0.11,1.97,1.3,19940520,34.84,0.6,7.99,-7.55,17.0,9.37,182740.0,3,600863,600863,内蒙华电,火力发电
512,50,12.47,3.39,0.253,2.81,2.25,20140801,-16.82,-1.69,-9.73,85.76,35.47,15.32,30953.0,12,603111,603111,康尼机电,运输设备
513,2,21.12,1.79,0.359,4.22,3.59,20171212,5.63,1.46,70.36,431.62,20.52,10.17,17176.0,1,603890,603890,春秋电子,机械基件
514,32,11.57,1.65,0.436,5.38,1.87,20170801,11.22,2.47,6.35,-9.02,43.75,25.3,27761.0,1,603357,603357,设计总院,建筑工程
515,65,19.12,0.3,0.099,6.58,0.57,19990128,67.56,4.45,-14.8,-75.07,10.09,2.65,60643.0,12,000900,000900,现代投资,路桥
516,3,24.98,1.33,0.1,4.29,1.17,20081205,243.28,1.61,0.69,-17.57,19.18,2.88,287993.0,4,601727,601727,上海电气,电气设备
517,77,18.19,2.26,0.45,9.42,1.73,20150515,18.53,5.08,-9.98,-38.29,12.04,7.31,19794.0,12,002756,002756,永兴材料,特种钢
518,88,12.04,0.02,0.156,3.53,1.06,20120810,45.79,2.23,-10.13,-16.04,18.14,7.32,45692.0,12,603766,603766,隆鑫通用,摩托车
519,67,8.16,0.62,0.153,2.96,0.84,20100705,67.67,1.14,-34.63,2.74,30.32,23.18,109587.0,12,601000,601000,唐山港,港口
520,71,22.75,0.02,0.136,2.28,2.71,20100610,53.53,1.18,28.4,62.02,15.32,8.24,110000.0,12,002429,002429,兆驰股份,家用电器
521,46,15.67,0.24,0.196,3.17,1.93,19961210,21.39,1.73,-20.54,-25.21,41.87,12.43,137463.0,3,000650,000650,仁和药业,中成药
522,16,13.06,1.65,0.14,5.16,0.71,20061130,18.75,2.3,-15.81,-24.8,16.99,4.76,62285.0,3,002087,002087,新野纺织,纺织
523,55,20.17,0.11,0.24,2.87,3.36,20000113,16.34,1.63,-11.76,135.08,27.57,6.76,40027.0,12,600223,600223,鲁商发展,区域地产
524,75,22.08,1.09,0.32799999999999996,5.15,2.81,20161220,8.61,2.73,-10.41,-9.13,25.33,11.4,10754.0,12,603823,603823,百合花,染料涂料
525,48,24.17,0.6,0.19899999999999998,3.39,2.84,20150611,5.19,1.72,-17.44,2.96,30.04,18.34,20897.0,1,603066,603066,音飞储存,仓储物流
526,9,17.06,3.72,0.43,9.65,1.37,20170105,11.65,3.73,22.14,-11.77,23.38,13.3,21000.0,7,603035,603035,常熟汽饰,汽车配件
527,29,8.59,2.56,0.75,10.4,1.13,20161027,221.02,3.73,22.89,12.11,0.0,31.65,65000.0,0,600926,600926,杭州银行,银行
528,48,16.91,1.46,0.207,3.3,2.12,20120529,14.15,1.08,44.37,46.39,12.15,4.18,59829.0,12,603128,603128,华贸物流,仓储物流
529,29,5.19,1.55,0.784,11.45,0.71,20161116,483.81,3.41,1.04,3.9,0.0,43.8,129624.0,0,601229,601229,上海银行,银行
530,29,9.12,2.68,1.974,23.73,1.52,20020409,3418.43,13.55,7.27,-1.63,0.0,33.56,386864.0,13,600036,600036,招商银行,银行
531,64,6.95,1.06,1.32,3.81,4.27,20070403,18.13,1.38,56.79,517.84,44.87,33.29,49086.0,6,002124,002124,天邦股份,饲料
532,21,17.58,1.99,0.132,4.42,1.05,19931008,54.06,1.26,-33.31,-69.74,44.92,4.64,140966.0,3,000031,000031,大悦城,全国地产
533,7,8.75,3.02,0.595,4.47,2.33,20100610,1.53,0.35,222.8,618.11,60.52,24.76,77000.0,5,002432,002432,九安医疗,医疗保健
534,74,16.32,4.48,0.66,7.78,2.82,20111125,12.67,2.0,-2.36,139.83,20.11,31.52,73000.0,12,002635,002635,安洁科技,IT设备
535,20,19.55,1.85,0.36,7.36,1.56,20170331,34.91,3.11,44.62,11.59,33.1,17.25,84046.0,1,601200,601200,上海环境,环境保护
536,16,21.32,3.44,0.565,6.47,3.72,20170307,0.98,1.48,14.18,1.28,25.61,10.08,8646.0,1,603908,603908,牧高笛,纺织
537,88,13.67,0.49,0.293,3.71,2.16,19970306,21.49,1.88,30.08,56.34,17.59,9.89,84749.0,12,001696,001696,宗申动力,摩托车
538,3,19.34,3.67,0.44,7.53,2.12,20170707,6.6,3.42,17.74,7.73,53.94,18.99,19281.0,7,002879,002879,长缆科技,电气设备
539,67,14.56,1.2,0.19,6.84,0.66,19960614,86.32,3.58,-5.93,-2.05,22.27,6.72,96804.0,12,600717,600717,天津港,港口
540,41,22.67,0.66,0.15,2.55,2.65,20120713,4.35,0.68,1.77,-9.55,37.56,11.2,37773.0,1,002688,002688,金河生物,化学制药
541,17,23.79,0.59,0.308,2.45,5.98,20150122,5.56,0.77,39.04,125.37,50.41,25.88,48279.0,1,603601,603601,再升科技,玻璃
542,29,5.47,2.33,0.8,10.19,0.77,20070719,367.58,3.67,6.6,4.98,0.0,40.71,140010.0,0,601009,601009,南京银行,银行
543,6,22.77,3.91,0.445,8.96,2.26,20111228,39.25,3.68,-7.52,-14.79,22.86,9.94,29180.0,7,002648,002648,卫星石化,化工原料
544,58,24.08,0.56,0.14,3.05,2.2,20110819,13.03,1.39,11.84,5.98,70.55,12.94,26472.0,8,300255,300255,常山药业,生物制药
545,23,16.76,1.55,0.16699999999999998,3.48,1.6,19961126,7.46,0.69,-4.58,-19.75,32.09,6.8,33606.0,3,000639,000639,西王食品,食品
546,6,23.75,3.53,0.07,5.71,0.58,20000725,28.6,1.04,-10.38,-72.24,13.36,3.14,63701.0,3,600277,600277,亿利洁能,化工原料
547,70,7.0,1.5,0.39,6.2,0.88,19961003,41.01,3.38,-10.87,-2.94,27.09,15.39,38593.0,0,600757,600757,长江传媒,出版业
548,70,9.6,2.67,0.39899999999999997,8.19,0.93,19970331,43.76,4.28,-5.4,11.7,33.14,10.38,18411.0,0,000719,000719,中原传媒,出版业
549,57,6.83,1.63,0.479,7.8,0.84,20070126,115.24,4.7,-4.63,-54.08,11.01,5.13,66065.0,0,002110,002110,三钢闽光,普钢
550,55,4.9,0.34,1.5490000000000002,12.66,1.2,20031230,412.43,10.54,-3.51,-28.52,46.93,16.22,93171.0,0,600340,600340,华夏幸福,区域地产
551,19,14.55,7.76,0.706,13.78,1.49,20100226,268.08,2.95,39.92,57.88,0.0,41.21,228975.0,7,601688,601688,华泰证券,证券
552,39,13.38,1.71,1.7,9.14,4.84,20161021,12.03,6.08,134.93,2995.96,55.58,42.9,21275.0,11,300552,300552,万集科技,软件服务
553,32,5.66,2.26,0.43,7.97,0.68,20071203,1039.64,4.23,15.0,11.26,9.16,2.82,606914.0,4,601390,601390,中国中铁,建筑工程
554,62,21.77,0.4,0.12300000000000001,5.13,1.05,19960812,19.29,2.47,-17.66,-29.58,19.38,1.96,31815.0,12,000417,000417,合肥百货,百货
555,19,14.9,5.19,0.58,13.6,1.34,20150626,428.73,4.81,12.18,8.64,0.0,34.49,167170.0,7,601211,601211,国泰君安,证券
556,56,11.81,5.58,0.86,15.1,1.34,19940324,231.66,8.15,-5.84,6.84,15.04,2.8,114778.0,0,601607,601607,上海医药,医药商业
557,15,17.81,0.66,0.27,4.44,2.16,20140121,12.41,2.46,10.39,54.54,44.1,35.23,15568.0,1,300360,300360,炬华科技,电器仪表
558,16,6.2,3.07,0.7759999999999999,10.85,0.89,20100423,21.25,6.38,-7.79,53.84,20.57,14.89,21367.0,0,002394,002394,联发股份,纺织
559,65,21.42,0.96,0.1,3.52,1.21,19931220,6.53,1.31,48.73,145.3,22.08,25.8,57097.0,12,000548,000548,湖南投资,路桥
560,19,20.09,4.31,0.29,7.0,1.52,20111212,35.86,0.92,34.2,37.33,0.0,28.71,110521.0,7,601555,601555,东吴证券,证券
561,2,19.15,0.68,0.16699999999999998,2.72,2.35,20110707,2.41,0.77,0.09,20.11,34.02,9.96,16784.0,1,002598,002598,山东章鼓,机械基件
562,26,23.28,3.8,0.364,7.19,2.36,20180709,2.91,1.82,91.35,29.36,31.64,14.91,15822.0,7,603706,603706,东方环宇,供气供热
563,41,14.92,2.48,0.318,7.35,1.29,20040616,37.39,3.64,-0.7,-12.29,45.27,5.26,44215.0,8,600420,600420,现代制药,化学制药
564,41,11.91,0.14,0.531,8.47,1.49,19970522,71.29,6.83,-14.77,-13.19,64.88,13.36,42000.0,8,600062,600062,华润双鹤,化学制药
565,3,20.37,0.13,0.34,2.15,5.88,20151222,3.88,0.83,12.45,342.02,20.91,27.76,40105.0,1,002782,002782,可立克,电气设备
566,67,18.71,0.29,0.084,2.17,1.45,20170329,48.61,0.78,6.24,-0.16,23.14,9.72,96293.0,12,601228,601228,广州港,港口
567,52,15.0,1.76,0.05,5.84,0.89,20001120,91.14,3.05,1.88,1.28,25.11,3.8,109060.0,3,000488,000488,晨鸣纸业,造纸
568,21,13.01,1.66,1.11,16.84,1.66,19910129,960.49,8.27,5.05,5.62,31.81,8.55,461700.0,4,000002,000002,万 科Ａ,全国地产
569,20,20.76,1.39,0.149,3.73,1.66,20170220,5.46,1.21,7.14,6.4,44.69,20.69,31881.0,1,603817,603817,海峡环保,环境保护
570,41,21.73,3.95,2.12,12.93,7.03,20170919,13.73,7.53,36.17,50.07,52.95,28.63,12254.0,6,300702,300702,天宇股份,化学制药
571,71,23.89,2.95,0.086,3.89,1.06,19940425,-5.69,-1.1,30.35,-20.9,31.95,32.77,27581.0,12,600854,600854,春兰股份,家用电器
572,41,22.15,0.18,0.34600000000000003,3.83,4.0,20080723,24.54,2.41,-29.32,9.64,75.68,23.8,43579.0,8,002262,002262,恩华药业,化学制药
573,83,8.02,4.74,0.444,8.09,0.88,20010115,79.92,1.78,-32.78,14.74,-1.8,82.17,42105.0,12,600390,600390,五矿资本,多元金融
574,10,11.3,0.41,0.135,4.18,0.73,20020515,108.08,2.61,-6.66,0.42,30.31,6.54,63744.0,3,600582,600582,天地科技,工程机械
575,29,7.45,1.85,0.33899999999999997,4.98,1.02,20190116,31.57,0.7,34.23,6.4,0.0,25.15,80138.0,0,002948,002948,青岛银行,银行
