,industry_x,pe,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,labels_result,index,code,name,industry_y
217,32,8.03,0.87,0.267,4.46,0.96,20030325,86.41,2.33,12.53,29.87,14.31,4.98,112087.0,0,600039,600039,四川路桥,建筑工程
218,70,20.06,2.03,0.22,6.72,1.31,20160215,30.98,3.46,-3.2,-49.49,30.53,7.81,30584.0,12,601900,601900,南方传媒,出版业
219,25,11.42,0.22,0.5820000000000001,10.78,1.23,20030721,42.77,7.64,-31.08,13.19,20.2,12.56,16473.0,0,600475,600475,华光环能,专用机械
220,30,24.98,0.62,0.27,5.1,2.64,19970130,31.72,3.03,10.26,-17.6,10.59,4.32,32321.0,3,000062,000062,深圳华强,批发业
221,3,24.21,1.13,0.09300000000000001,3.25,1.39,20040802,12.72,0.93,7.06,22.96,6.29,0.81,23321.0,1,600973,600973,宝胜股份,电气设备
222,47,9.73,0.17,1.45,3.99,7.02,20170106,11.06,2.72,75.16,640.99,38.51,25.73,57800.0,6,002838,002838,道恩股份,塑料
223,5,19.02,0.62,0.24,3.03,3.09,20200629,49.93,1.3,0.0,0.0,28.84,14.38,129352.0,1,600956,600956,新天绿能,新型电力
224,3,20.22,4.34,0.34,7.64,1.86,20100421,18.78,2.18,3.18,20.27,12.41,7.37,45163.0,7,300068,300068,南都电源,电气设备
225,71,18.3,2.97,2.01,14.98,4.85,20130918,755.2,10.76,-9.56,-8.29,25.56,10.02,184209.0,13,000333,000333,美的集团,家用电器
226,13,16.58,0.31,0.147,3.78,1.29,19990727,40.92,2.05,-4.45,19.42,12.75,4.55,121004.0,3,600006,600006,东风汽车,汽车整车
227,29,5.89,0.42,0.41700000000000004,7.08,0.69,20061027,14230.6,3.99,1.25,-11.4,0.0,33.18,633759.0,2,601398,601398,工商银行,银行
228,61,18.17,2.88,0.55,6.53,3.06,20061120,41.6,2.48,25.07,40.87,28.1,12.17,26189.0,12,002080,002080,中材科技,化纤
229,29,4.84,1.21,0.52,9.32,0.54,20070427,2172.57,4.44,9.51,-9.77,0.0,25.04,176426.0,0,601998,601998,中信银行,银行
230,44,5.07,0.46,1.002,9.38,1.08,19970410,21.3,6.85,23.18,328.93,35.79,15.21,34574.0,0,600051,600051,宁波联合,综合类
231,72,11.49,0.6,0.222,3.9,1.31,19960529,65.35,2.19,10.5,11.42,44.37,28.39,121270.0,12,000598,000598,兴蓉环境,水务
232,73,23.36,3.56,0.336,7.73,2.03,20070126,11.13,2.91,9.88,13.47,33.51,12.1,29046.0,12,002111,002111,威海广泰,航空
233,35,10.53,2.8,1.062,10.36,2.16,20170112,14.97,6.31,33.3,25.63,31.72,13.22,14171.0,7,603639,603639,海利尔,农药化肥
234,20,22.44,0.79,0.125,4.5,1.25,20110422,25.93,2.4,-26.93,-37.85,22.86,11.23,64061.0,1,002573,002573,清新环境,环境保护
235,41,24.52,1.26,0.34700000000000003,5.4,3.15,20010608,58.22,2.99,3.04,23.78,64.83,10.44,74429.0,8,600380,600380,健康元,化学制药
236,70,9.2,3.81,0.634,10.49,1.11,20020304,74.04,5.46,-16.75,-4.06,37.03,17.37,38916.0,0,600373,600373,中文传媒,出版业
237,3,10.6,1.24,0.276,3.41,1.72,20080905,15.03,1.98,6.72,223.95,50.04,37.12,34488.0,1,002270,002270,华明装备,电气设备
238,74,24.85,4.83,0.716,10.38,3.43,20190422,6.65,4.16,-9.84,-16.26,44.6,24.0,14718.0,7,300771,300771,智莱科技,IT设备
239,44,18.58,1.71,0.16,2.93,2.03,19961120,3.8,0.29,-11.02,1579.05,32.78,94.67,72589.0,3,600770,600770,综艺股份,综合类
240,29,5.59,0.54,0.55,8.65,0.71,20070925,11740.19,4.7,7.65,-10.74,0.0,35.37,374107.0,2,601939,601939,建设银行,银行
241,26,4.57,0.71,0.703,5.19,1.24,19960806,18.36,3.21,170.5,605.28,28.38,7.58,26289.0,0,000421,000421,南京公用,供气供热
242,55,6.67,0.17,0.49200000000000005,4.41,1.49,20040708,22.7,2.81,-19.78,-25.59,60.23,35.01,24612.0,8,002016,002016,世荣兆业,区域地产
243,9,13.94,0.29,0.25,3.76,1.79,19930929,41.09,2.27,14.68,2.83,14.97,8.29,27854.0,3,000030,000030,富奥股份,汽车配件
244,75,9.74,0.48,0.71,8.17,1.66,20030801,209.06,6.43,-21.29,-10.36,41.76,29.88,216137.0,0,600352,600352,浙江龙盛,染料涂料
245,48,22.75,2.97,0.32,5.17,2.7,20000608,60.87,1.93,4.5,12.55,11.63,6.66,47880.0,3,600233,600233,圆通速递,仓储物流
246,32,23.02,0.51,0.13,3.9,1.86,20160606,58.43,2.2,13.44,-1.65,8.46,1.27,98732.0,1,601611,601611,中国核建,建筑工程
247,32,16.1,2.02,0.23,4.28,1.73,20070530,12.52,1.21,-1.14,23.6,13.97,5.83,52200.0,3,002135,002135,东南网架,建筑工程
248,46,13.91,6.07,1.085,15.37,1.96,20010206,119.74,7.37,-8.61,-30.75,19.78,5.79,107241.0,7,600332,600332,白云山,中成药
249,36,9.72,-1.16,1.26,7.03,3.43,19961218,57.34,7.05,-0.49,6.15,48.04,35.09,64043.0,0,000672,000672,上峰水泥,水泥
250,25,21.89,2.43,0.2,4.24,1.91,20110322,5.22,1.03,-12.98,-11.24,34.19,22.82,26411.0,1,300193,300193,佳士科技,专用机械
251,60,17.67,2.34,0.231,3.38,2.42,19961118,-0.06,-0.02,114.94,126.52,10.98,3.74,24349.0,3,000628,000628,高新发展,园区开发
252,76,22.2,0.03,0.192,2.35,3.62,20120905,15.75,1.16,17.98,10.24,30.19,5.78,61714.0,12,002697,002697,红旗连锁,超市连锁
253,52,21.2,2.96,0.203,7.26,1.18,20010419,8.17,2.73,12.58,33.59,29.43,6.56,16684.0,12,600356,600356,恒丰纸业,造纸
254,25,12.97,1.15,0.34,4.33,2.03,20110110,14.5,1.96,40.76,28.57,23.27,10.58,13958.0,1,002534,002534,杭锅股份,专用机械
255,39,21.45,1.71,0.217,5.2,1.79,20120106,11.83,2.24,14.33,4.72,20.63,5.78,48738.0,1,002649,002649,博彦科技,软件服务
256,51,14.88,2.48,0.36,6.98,1.5,20021024,103.13,3.36,12.48,-0.52,14.01,5.17,175198.0,12,600522,600522,中天科技,通信设备
257,20,20.4,1.97,0.284,4.71,2.45,20170314,3.91,1.93,13.13,26.5,37.52,11.52,14678.0,1,603903,603903,中持股份,环境保护
258,47,21.7,0.21,0.335,3.11,4.67,20091218,13.98,1.65,21.26,372.81,26.94,14.11,17470.0,1,002324,002324,普利特,塑料
259,56,10.12,1.92,0.728,8.87,1.66,19970515,57.91,5.42,11.56,12.93,16.59,4.13,84978.0,0,600056,600056,中国医药,医药商业
260,11,14.59,3.75,0.524,9.47,1.61,20050303,12.29,4.02,19.3,70.52,57.76,15.89,16000.0,7,002039,002039,黔源电力,水力发电
261,29,4.08,1.31,0.61,10.45,0.51,20001219,2288.99,5.23,11.16,-10.02,0.0,29.0,389575.0,4,600016,600016,民生银行,银行
262,37,14.43,1.47,0.19699999999999998,6.37,0.89,19970718,73.57,2.7,8.58,15.28,8.78,3.83,56314.0,3,600098,600098,广州发展,火力发电
263,13,13.31,4.77,0.718,21.14,0.91,19971125,1233.47,10.56,-25.39,-39.01,10.25,3.06,196782.0,13,600104,600104,上汽集团,汽车整车
264,19,23.09,2.6,0.331,7.1,2.15,19970807,73.1,2.42,51.36,61.24,0.0,34.58,141085.0,3,600109,600109,国金证券,证券
265,48,21.31,1.45,0.145,6.06,1.02,19980703,32.69,3.22,3.78,-54.22,6.83,0.86,18613.0,3,600180,600180,瑞茂通,仓储物流
266,14,14.29,2.68,0.298,8.78,0.97,20010426,62.34,4.37,-3.11,-28.37,28.67,4.25,58708.0,0,600295,600295,鄂尔多斯,小金属
267,77,7.1,0.57,0.49,3.6,1.5,20030930,36.4,1.69,-10.85,-22.17,21.3,11.16,74631.0,12,600507,600507,方大特钢,特种钢
268,61,14.58,0.01,0.09699999999999999,1.38,2.05,20031127,4.94,0.29,23.72,544.43,35.96,25.26,86619.0,12,600527,600527,江南高纤,化纤
269,40,7.24,1.38,0.31,4.67,0.99,19960606,98.92,1.95,11.62,0.91,2.57,0.9,78746.0,0,600704,600704,物产中大,商贸代理
270,11,9.95,0.95,0.44,5.55,1.63,19960118,224.86,3.31,-10.91,35.14,47.34,17.61,115769.0,3,600886,600886,国投电力,水力发电
271,32,11.07,0.66,0.318,5.88,1.2,20050412,67.31,3.87,-18.14,-26.43,16.23,5.96,75219.0,0,600970,600970,中材国际,建筑工程
272,70,15.3,2.46,0.355,7.35,1.48,20101028,58.15,3.24,-5.37,-4.71,45.52,15.43,26873.0,12,601098,601098,中南传媒,出版业
273,72,20.23,0.42,0.098,3.13,1.27,20110317,13.45,1.44,-13.45,-19.69,50.67,23.16,36739.0,8,601199,601199,江南水务,水务
274,29,5.1,0.5,0.3,5.14,0.62,20100715,7491.58,2.14,4.95,-10.38,0.0,32.09,417216.0,2,601288,601288,农业银行,银行
275,72,20.47,1.73,0.131,4.79,1.12,20150612,15.54,1.76,-5.07,-30.89,43.69,16.98,35072.0,12,601368,601368,绿城水务,水务
276,55,24.67,1.08,0.02,4.25,0.61,20061016,62.75,1.86,-60.83,-86.19,40.26,5.3,155826.0,12,601588,601588,北辰实业,区域地产
277,78,6.37,2.24,0.452,4.08,1.41,20061201,52.2,0.77,28.01,378.92,34.72,31.48,164217.0,12,601872,601872,招商轮船,水运
278,29,6.62,1.51,0.27,5.27,0.8,20191126,281.65,1.32,11.52,-10.0,0.0,26.94,448325.0,4,601916,601916,浙商银行,银行
279,29,4.67,0.46,0.32,5.77,0.55,20060705,8163.1,2.77,3.24,-11.51,0.0,35.32,681633.0,2,601988,601988,中国银行,银行
280,2,21.85,2.34,0.27899999999999997,5.59,2.19,20180124,2.83,2.12,21.57,-9.5,18.48,5.02,9967.0,1,603356,603356,华菱精工,机械基件
281,41,18.63,4.15,0.396,10.3,1.43,20170929,21.91,4.83,-15.24,-28.96,59.78,10.84,32424.0,7,603367,603367,辰欣药业,化学制药
282,16,14.37,1.87,0.17800000000000002,4.65,1.1,20141231,8.04,1.57,-31.63,-31.07,15.16,8.45,11987.0,1,603889,603889,新澳股份,纺织
283,42,20.81,3.2,0.19399999999999998,6.66,1.21,20161123,7.12,2.09,-27.21,-47.76,59.45,12.23,18542.0,8,603900,603900,莱绅通灵,服饰
284,6,21.62,2.51,0.201,4.59,1.89,20100520,5.66,0.83,-22.84,2.77,14.25,5.93,19997.0,1,300082,300082,奥克股份,化工原料
285,9,24.53,5.32,0.418,8.65,2.37,20171227,1.96,2.41,16.32,38.1,27.85,8.15,10785.0,7,002921,002921,联诚精密,汽车配件
286,56,12.85,1.19,0.4,5.73,1.5,20160218,9.96,2.56,0.58,7.22,8.05,1.8,28620.0,12,002788,002788,鹭燕医药,医药商业
287,59,12.86,2.38,2.93,8.23,8.99,20140128,196.85,5.25,193.76,7026.08,62.4,51.27,82607.0,11,002714,002714,牧原股份,农业综合
288,12,17.71,2.45,0.174,3.11,1.98,20111208,-5.97,-0.38,1.31,-41.02,37.12,2.99,64301.0,1,002640,002640,跨境通,互联网
289,37,10.29,4.44,0.312,7.47,0.86,20110810,30.96,0.82,0.48,-21.45,15.65,12.71,21031.0,7,002608,002608,江苏国信,火力发电
290,53,21.79,1.53,0.109,3.66,1.3,20110118,13.31,1.05,4.18,-6.62,17.69,8.81,64144.0,12,002540,002540,亚太科技,铝
291,43,15.2,0.83,0.193,3.33,1.77,20100423,17.35,1.46,27.09,15.42,24.92,11.01,72157.0,12,002392,002392,北京利尔,其他建材
292,79,21.37,0.67,0.136,3.9,1.49,20100210,5.47,1.74,-40.87,-42.06,16.48,15.8,17379.0,12,002357,002357,富临运业,公路
293,46,20.83,1.04,0.124,2.34,2.21,20100203,3.14,0.38,-4.66,-19.32,48.26,17.08,43355.0,8,002349,002349,精华制药,中成药
294,16,15.26,1.54,0.159,4.21,1.15,20061124,14.23,1.57,-19.91,-44.03,20.12,7.14,70502.0,3,002083,002083,孚日股份,纺织
295,22,21.91,2.28,0.36200000000000004,4.31,3.67,20060725,5.74,1.21,-6.17,523.68,17.38,5.61,49605.0,1,002055,002055,得润电子,元器件
296,37,10.81,4.35,0.172,5.22,0.71,19980122,-3.4,-0.3,-0.24,613.53,16.21,5.32,33912.0,3,001896,001896,豫能控股,火力发电
297,37,15.32,0.86,0.12,3.72,0.99,20000316,16.73,1.51,-25.21,-47.74,14.16,5.23,47358.0,3,000966,000966,长源电力,火力发电
298,16,15.94,0.03,0.11699999999999999,4.6,0.81,19981007,27.65,2.93,17.37,-63.97,19.61,6.78,46993.0,3,000850,000850,华茂股份,纺织
299,57,16.24,2.19,0.05,4.6,0.46,19970416,132.91,1.25,-19.16,-40.7,12.61,1.37,338508.0,4,000709,000709,河钢股份,普钢
300,80,13.01,0.63,0.261,8.17,0.83,19970910,517.56,6.31,-3.09,-23.91,54.88,12.5,130039.0,12,000069,000069,华侨城Ａ,旅游景点
301,32,10.72,1.19,0.35,6.47,1.16,19980605,31.02,4.03,7.31,-25.29,13.57,6.58,30124.0,0,000065,000065,北方国际,建筑工程
302,20,24.45,10.49,1.2229999999999999,17.74,3.37,20191121,6.98,5.82,39.43,47.92,18.99,17.39,8571.0,7,688196,688196,卓越新能,环境保护
303,25,23.08,2.87,0.445,6.38,3.22,20150527,6.85,2.32,36.11,28.27,27.67,13.68,17589.0,1,002757,002757,南兴股份,专用机械
304,7,10.61,0.12,1.643,5.19,6.72,20110719,5.63,3.85,102.26,767.59,55.04,30.9,18838.0,6,300246,300246,宝莱特,医疗保健
305,42,16.63,0.98,1.416,14.83,3.17,19920814,63.94,12.22,-5.76,0.24,8.38,2.8,43279.0,13,600612,600612,老凤祥,服饰
306,46,11.8,1.21,1.084,13.49,1.9,20000309,105.12,10.74,-18.62,-38.41,62.51,18.19,46638.0,0,000999,000999,华润三九,中成药
307,47,8.49,3.45,1.9680000000000002,10.66,3.14,20150630,15.6,5.75,74.29,218.24,24.82,15.09,37617.0,6,002768,002768,国恩股份,塑料
308,26,17.5,2.95,0.293,6.67,1.54,20170110,7.76,2.31,5.22,-14.57,8.92,4.82,19029.0,1,603689,603689,皖天然气,供气供热
309,25,24.62,1.78,0.19,5.7,1.64,20160519,9.46,3.06,-11.27,-10.12,21.6,10.6,18924.0,1,603339,603339,四方科技,专用机械
310,41,16.8,1.02,0.27699999999999997,4.86,1.91,19970806,13.47,2.17,5.22,15.56,28.06,5.24,40224.0,3,000756,000756,新华制药,化学制药
311,51,11.26,3.84,2.01,11.33,4.0,20170515,11.71,6.48,138.89,706.11,62.78,45.58,25855.0,6,002869,002869,金溢科技,通信设备
312,36,16.6,2.26,0.272,6.04,1.49,19931215,18.42,2.58,0.47,2.1,13.05,5.97,15130.0,3,000546,000546,金圆股份,水泥
313,35,16.43,2.97,0.966,8.37,3.79,20181205,3.92,3.27,24.18,11.74,33.47,17.22,10508.0,7,002942,002942,新农股份,农药化肥
314,11,9.69,0.33,0.408,4.76,1.66,20040615,14.03,2.93,-17.07,-35.26,25.46,20.5,39554.0,0,600995,600995,文山电力,水力发电
315,46,20.49,0.67,0.191,3.09,2.54,20111222,6.37,1.25,5.4,119.16,27.81,29.7,35725.0,1,002644,002644,佛慈制药,中成药
316,36,8.93,0.07,0.852,6.52,2.33,19970923,38.1,4.78,20.64,12.6,30.92,12.74,48726.0,0,000789,000789,万年青,水泥
317,36,9.0,3.16,0.78,8.34,1.66,20080516,44.85,3.76,-2.1,31.15,47.27,32.82,66000.0,0,002233,002233,塔牌集团,水泥
318,11,13.56,1.46,0.23600000000000002,4.39,1.46,19960830,12.91,1.2,4.79,-28.06,25.07,11.07,59332.0,3,000601,000601,韶能股份,水力发电
319,81,8.49,1.61,0.375,7.58,0.84,20060801,574.4,3.86,-16.92,-30.65,20.69,16.67,150275.0,12,601006,601006,大秦铁路,铁路
320,32,16.68,2.05,0.18600000000000003,6.36,0.97,20040316,28.04,2.89,101.86,14.93,8.1,4.78,74016.0,3,600284,600284,浦东建设,建筑工程
321,53,24.24,1.38,0.127,3.74,1.64,19960926,12.17,1.02,-1.66,540.68,10.49,6.62,95888.0,3,000612,000612,焦作万方,铝
322,29,5.05,3.46,0.43,13.65,0.45,20030912,841.41,5.47,19.56,-11.44,0.0,19.62,115292.0,0,600015,600015,华夏银行,银行
323,38,15.57,0.0,0.193,3.05,1.97,20120216,22.74,1.7,-8.92,-28.43,37.99,17.16,36011.0,1,601515,601515,东风股份,广告包装
324,46,19.44,0.96,0.153,4.4,1.35,20040323,16.48,2.08,-8.45,18.39,77.89,8.22,59305.0,8,600594,600594,益佰制药,中成药
325,55,23.63,2.36,0.122,5.22,1.11,19970703,45.02,1.82,74.41,9.78,16.06,3.94,72207.0,3,600094,600094,大名城,区域地产
326,32,15.69,2.08,0.179,6.9,0.81,19940128,105.76,3.36,10.77,-39.25,8.98,2.95,146564.0,3,600820,600820,隧道股份,建筑工程
327,9,23.87,1.2,0.11699999999999999,5.52,1.01,20100720,18.3,2.91,-17.52,-42.85,25.55,5.02,24510.0,1,002454,002454,松芝股份,汽车配件
328,6,13.0,1.94,0.632,7.78,2.11,20150518,8.42,4.12,6.88,30.73,21.97,11.26,14443.0,1,603968,603968,醋化股份,化工原料
329,32,9.18,1.14,0.293,6.62,0.81,20100107,214.03,4.34,-5.17,-9.81,11.88,3.96,101130.0,0,601117,601117,中国化学,建筑工程
330,5,10.08,2.76,0.261,3.86,1.36,20040708,1.48,0.11,5.28,31.77,22.39,6.63,21247.0,3,002015,002015,协鑫能科,新型电力
331,3,23.92,0.18,0.106,2.36,2.15,20070420,14.85,1.18,-7.82,46.88,38.67,7.89,98137.0,1,002130,002130,沃尔核材,电气设备
332,36,7.09,1.38,1.07,11.82,1.28,19930728,28.87,8.39,-14.56,-22.61,40.42,25.56,36052.0,0,600668,600668,尖峰集团,水泥
333,62,14.83,0.12,0.18,2.95,1.71,19931122,15.89,1.77,-57.09,295.5,38.74,19.09,14338.0,12,600693,600693,东百集团,百货
334,29,5.47,1.8,0.456,7.95,0.63,20191029,337.89,2.98,4.97,-9.89,0.0,37.22,292747.0,4,601077,601077,渝农商行,银行
335,76,12.29,1.71,0.19899999999999998,1.44,3.4,20080731,-9.18,-1.34,-23.46,212.42,25.79,5.93,36665.0,12,002264,002264,新 华 都,超市连锁
336,46,16.41,1.57,0.29600000000000004,5.55,1.75,20001206,20.66,2.72,-8.83,-4.56,43.89,6.56,55331.0,8,600422,600422,昆药集团,中成药
337,66,22.49,2.59,0.10800000000000001,4.7,1.03,20021009,374.94,1.21,3.76,10.89,27.29,2.22,664253.0,4,600050,600050,中国联通,电信运营
338,82,15.85,2.85,0.457,6.66,2.18,20111125,10.87,2.57,2.94,3.56,14.9,5.93,17471.0,12,002637,002637,赞宇科技,日用化工
339,7,14.3,1.74,0.659,4.48,4.21,20150422,5.32,1.55,-26.67,74.5,35.28,20.19,27451.0,1,300439,300439,美康生物,医疗保健
340,8,13.26,1.38,0.355,4.37,2.16,20100402,6.85,1.66,13.32,19.29,32.54,17.96,25425.0,1,002381,002381,双箭股份,橡胶
341,1,18.11,2.71,0.516,6.24,2.99,20171020,6.95,2.38,4.45,4.17,31.4,14.89,17179.0,1,603466,603466,风语筑,文教休闲
342,69,17.44,0.49,3.59,24.38,5.13,20091106,344.09,22.83,-16.06,-3.24,73.22,40.22,90749.0,13,002304,002304,洋河股份,白酒
343,37,18.03,1.17,0.12300000000000001,2.96,1.5,19991223,36.25,0.67,7.39,-4.25,16.17,16.53,66589.0,3,000958,000958,东方能源,火力发电
344,83,12.98,0.7,0.16899999999999998,3.54,1.24,19960516,128.48,1.44,0.59,2.47,43.12,30.5,160916.0,12,600705,600705,中航资本,多元金融
345,67,12.62,0.42,0.166,3.56,1.17,20061026,421.36,1.82,-30.0,-12.22,37.17,31.89,230787.0,12,600018,600018,上港集团,港口
346,20,24.95,2.98,0.415,6.5,3.18,20190729,8.75,2.19,-18.69,-5.83,32.86,12.35,15396.0,1,603279,603279,景津环保,环境保护
347,28,7.93,3.76,1.0390000000000001,17.47,0.94,20071009,2282.27,11.47,-9.75,-14.79,42.32,19.67,208655.0,13,601088,601088,中国神华,煤炭开采
348,42,16.35,3.14,0.619,6.65,3.04,20180622,10.09,2.1,-11.24,-12.18,75.92,30.22,19269.0,8,603587,603587,地素时尚,服饰
349,57,14.26,7.27,0.423,9.87,1.22,19990714,23.25,3.56,-1.26,22.13,60.46,10.52,20699.0,7,000923,000923,河钢资源,普钢
350,71,10.47,1.26,0.382,5.07,1.58,20110128,18.32,2.46,-17.69,-13.78,30.04,9.73,16804.0,12,002543,002543,万和电气,家用电器
351,37,9.18,2.57,0.21600000000000003,3.64,1.09,20020926,0.48,0.02,11.87,105.35,29.7,10.05,169167.0,3,000875,000875,吉电股份,火力发电
352,15,23.29,5.66,0.58,11.06,2.44,20190806,7.23,4.33,1.47,24.88,43.36,27.58,15338.0,7,603662,603662,柯力传感,电器仪表
353,60,13.77,0.01,0.41600000000000004,4.45,2.58,19930628,115.66,2.87,-19.07,-18.01,73.73,25.33,113797.0,8,600663,600663,陆家嘴,园区开发
354,84,14.15,0.16,0.134,3.98,0.96,20020625,14.73,1.66,-28.86,-41.88,15.09,3.58,42124.0,12,600327,600327,大东方,汽车服务
355,36,8.03,1.73,0.943,9.14,1.66,19960716,43.63,5.62,16.53,45.83,41.93,21.59,57453.0,0,600720,600720,祁连山,水泥
356,37,12.23,0.97,0.155,5.02,0.75,19931126,58.23,1.11,-2.6,39.91,19.05,6.49,94823.0,3,000539,000539,粤电力Ａ,火力发电
357,37,12.99,2.38,0.26,6.22,1.21,20031029,67.89,2.59,1.48,19.41,29.42,6.41,96671.0,3,600021,600021,上海电力,火力发电
358,16,20.26,1.57,0.091,5.37,0.69,20120612,35.45,2.36,-8.14,-39.31,10.32,5.18,32903.0,1,601339,601339,百隆东方,纺织
359,32,11.87,3.29,0.618,10.97,1.34,20170809,14.86,6.15,8.44,16.16,39.24,15.32,23380.0,7,603458,603458,勘设股份,建筑工程
360,7,24.55,2.55,0.8079999999999999,7.07,5.61,20110719,21.37,3.44,11.99,102.19,36.97,11.21,23046.0,1,300244,300244,迪安诊断,医疗保健
361,20,21.5,1.86,0.36,5.45,2.64,20141229,18.41,2.29,26.07,31.38,23.4,10.27,32499.0,1,603588,603588,高能环境,环境保护
362,32,16.48,2.72,0.33,5.11,2.09,19970528,5.69,1.5,10.33,-32.63,28.85,12.04,18593.0,3,000779,000779,甘咨询,建筑工程
363,12,22.71,3.7,0.88,8.56,4.57,20161026,8.39,3.44,61.63,146.17,86.63,44.25,21873.0,6,603258,603258,电魂网络,互联网
364,32,15.63,2.74,0.335,7.59,1.38,20150630,20.73,3.55,16.66,18.14,25.06,10.98,24012.0,7,603979,603979,金诚信,建筑工程
365,37,18.11,1.1,0.09,4.73,0.69,19961205,27.25,2.38,0.35,-39.32,11.9,3.13,41397.0,3,600780,600780,通宝能源,火力发电
366,72,9.27,2.18,0.344,5.36,1.19,20040601,18.91,1.99,6.97,34.03,25.47,11.75,21344.0,12,600461,600461,洪城水业,水务
367,55,22.35,1.65,0.071,4.83,0.65,20000406,21.82,1.97,333.93,413.42,63.12,16.06,42558.0,5,000965,000965,天保基建,区域地产
368,2,16.16,0.96,0.19399999999999998,3.71,1.69,20070810,5.38,1.51,-11.31,2.68,27.5,11.04,16072.0,1,002150,002150,通润装备,机械基件
369,36,10.58,0.4,0.439,3.28,2.83,19940103,5.16,1.13,-3.15,-4.62,31.19,15.79,48834.0,3,600802,600802,福建水泥,水泥
370,25,23.68,0.92,0.195,3.11,2.97,20150529,5.05,1.15,-12.43,46.13,34.45,11.11,26691.0,1,603901,603901,永创智能,专用机械
371,36,10.76,0.6,0.14300000000000002,4.31,0.71,20110301,263.37,2.47,-8.26,-49.97,23.0,3.72,150674.0,0,601992,601992,金隅集团,水泥
372,21,23.31,1.09,0.066,4.39,0.7,20070427,15.54,2.01,-8.4,-70.65,13.55,2.95,39509.0,3,002133,002133,广宇集团,全国地产
373,57,8.4,0.31,0.25,3.74,0.82,20000919,90.66,1.48,1.09,-39.4,12.6,4.58,123987.0,12,600282,600282,南钢股份,普钢
374,83,18.54,2.69,0.243,12.71,0.71,19961210,45.0,6.39,-41.23,-51.66,34.23,10.32,36975.0,12,000666,000666,经纬纺机,多元金融
375,6,16.96,2.72,0.354,6.71,1.79,20161212,5.18,2.57,1.4,2.47,24.22,11.01,13425.0,1,603928,603928,兴业股份,化工原料
376,6,20.72,3.99,0.41200000000000003,8.46,2.02,20190326,5.3,3.18,13.57,-4.22,17.03,6.38,15358.0,7,603681,603681,永冠新材,化工原料
377,67,9.17,1.9,0.31,4.79,1.19,20190121,104.07,1.6,1.21,0.24,38.33,33.15,71760.0,12,601298,601298,青岛港,港口
378,50,21.33,1.42,0.129,4.72,1.16,20080818,626.11,2.18,-7.01,-22.76,21.29,4.13,780117.0,4,601766,601766,中国中车,运输设备
379,56,15.37,10.21,1.5030000000000001,30.83,1.5,19930809,81.39,19.01,6.14,-0.88,11.77,2.37,34260.0,13,000028,000028,国药一致,医药商业
380,30,12.76,3.45,0.316,7.37,1.09,20100706,14.57,2.67,-1.28,12.88,12.09,3.88,35638.0,0,002441,002441,众业达,批发业
381,78,5.53,0.82,0.23,1.15,2.28,20190108,-35.98,-0.73,14.23,246.27,39.45,52.9,129833.0,12,601975,601975,招商南油,水运
382,72,15.76,0.96,0.165,3.02,1.72,20100329,30.33,0.63,1.44,-6.06,41.47,30.52,42369.0,12,601158,601158,重庆水务,水务
383,21,11.21,2.85,0.348,8.08,0.96,20020618,38.22,3.65,8.4,30.3,29.99,10.18,31928.0,0,600510,600510,黑牡丹,全国地产
384,81,13.0,0.12,0.19899999999999998,4.66,1.11,19980511,39.65,3.04,13.08,-2.47,5.01,2.95,91037.0,12,600125,600125,铁龙物流,铁路
385,67,13.49,0.24,0.096,1.96,1.32,20020131,38.89,0.6,4.53,7.94,38.06,25.72,135404.0,12,600317,600317,营口港,港口
386,67,12.52,0.93,0.10300000000000001,2.64,0.98,20170816,22.65,0.41,-11.66,4.85,40.49,19.22,79899.0,12,601326,601326,秦港股份,港口
387,55,12.37,0.19,0.102,0.86,2.95,19990422,-6.04,-0.37,743.72,889.65,18.61,20.55,107159.0,5,000897,000897,津滨发展,区域地产
388,48,11.5,0.59,0.23,4.93,1.03,19920113,37.59,2.99,65.68,37.36,47.26,21.66,28146.0,3,600603,600603,广汇物流,仓储物流
389,16,18.86,0.1,0.19899999999999998,3.95,1.89,20091230,22.68,2.69,-0.41,8.11,53.66,15.22,27747.0,8,002327,002327,富安娜,纺织
390,10,18.54,0.22,0.067,1.53,1.62,20101217,5.04,0.28,5.78,6.13,28.93,11.26,93000.0,1,002526,002526,山东矿机,工程机械
391,20,14.87,2.68,0.41700000000000004,6.39,1.94,20170801,7.6,2.44,13.23,20.96,41.27,30.0,14253.0,1,002887,002887,绿茵生态,环境保护
392,0,21.04,6.01,0.67,9.98,2.73,20160525,12.58,3.23,8.27,7.96,36.02,9.32,8480.0,7,002798,002798,帝欧家居,家居用品
393,22,24.38,8.58,0.36,13.33,1.11,19950315,40.07,1.63,-3.69,15.67,19.35,5.3,82738.0,7,000050,000050,深天马Ａ,元器件
394,3,21.66,0.3,0.17,2.42,3.05,20110805,4.12,1.0,70.54,439.95,39.6,13.54,33838.0,1,002606,002606,大连电瓷,电气设备
395,70,12.43,0.63,0.287,4.25,1.68,20000309,17.63,2.51,-7.57,-8.95,37.68,19.53,40143.0,12,600229,600229,城市传媒,出版业
